person,White,Black
Losyukov,0.573410875342,-2.40479681239
Losyukov,0.565987754589,-1.97185560745
Losyukov,0.726425481322,-1.3279997471
Losyukov,0.721244021253,-1.86687152094
Lukashenko,0.924980923191,-1.84015742954
Payne,0.497683889849,-2.056898178
Rumyantsev,1.36617005625,-3.77902706918
Rumyantsev,1.40371032692,-1.94339916918
Jackson,0.601875894927,-1.83526596753
Pelosi,0.943253599593,-1.20796579684
Rozovskaya,0.412558061604,-1.99297637737
Spann,0.761031990079,-1.29753599942
Stevenson,-1.1542422055,-1.68788609721
Stevenson,-0.490642313635,-2.49192139698
Stevenson,-0.470889536505,-2.12654088773
Vodjanikova,1.63511153691,-1.41804832586
Vodjanikova,0.986719254397,-2.3773142282
Daigle,1.22025131593,-3.09720586699
Despatie,0.714589524425,-1.85157326047
Herchcovitch,0.636619063051,-2.25575022768
Vinokourov,0.718043047774,-0.775126253364
Vega,0.515963237608,-2.45972165763
Barros,0.434809561273,-2.12567363743
Barros,0.0541341335221,-1.77403635371
Cabrera,0.32800641118,-1.71972798447
Cejka,1.34173561246,-2.16405791041
Corretja,0.241746734409,-1.9031513622
Ferguson,1.53704400557,-0.390493633349
Gonzalez,-0.525729948301,-1.49167157061
Holmes,0.767332821444,-2.50528413159
Bledel,1.31227545992,-2.04094967527
Dennisoff,1.02786164856,-1.84273402862
King,0.661397805518,-2.06286197914
Penelas,0.760250014472,-2.26616911463
Penelas,1.03518476526,-2.57265117851
Popov,0.81103861774,-2.38678523793
Sink,-0.356321602346,-2.30475495655
Sink,-0.824575190947,-2.12295192184
Sink,-0.120102627538,-2.31307833734
Wallau,2.57271770651,-2.88673563678
Zanardi,0.921951623538,-2.40150005027
Cuaron,0.254533077375,-3.25429961591
Portillo,0.884245080376,-3.37226543931
Soriano,-1.72020958955,0.364506821404
Ford,0.162702808274,-1.53366599457
di_Stefano,-1.33162137129,-0.11020038731
Moreno,-1.88450569399,-1.13715305147
Pena,0.385968840592,-1.04887026153
Sant,0.212806259312,-1.26867820508
Gore,1.22455429682,-2.39223963747
Gore,1.73434030038,-2.05609093484
Gore,0.43930124054,-1.02550793918
Gore,0.406004894694,-2.26564744138
Gore,0.629665208669,-0.702818854675
Gore,0.601793688681,-0.980220878495
Gore,0.121222315807,-0.722116831861
Gore,1.43560963448,-2.35440300507
Abbas,1.00369519959,-3.04164314657
Abbas,0.64374178367,-2.15211825828
Abdullah_Saleh,-0.250232519331,-1.83086380877
Adbul_Karim_Madani,1.27200418952,-2.96573138523
Ahmeti,1.11392149833,-1.57434722761
Bin_Hussein,-1.94913517395,0.0897894680902
Fisher,1.11002930879,-1.92005147583
Fisher,0.312025801514,-1.2910111887
Hollowell,0.513081554033,-2.10132266479
Keys,-0.637362959445,-1.29649400129
Molik,1.04866676561,-1.41897392174
Silverstone,1.25173441752,-1.52861083209
Silverstone,1.25813280591,-1.93100654531
Witt,1.29939695183,-1.51024691446
Fallahian,-0.299594287625,-1.33502007372
Hammoud,-0.344950669356,-2.29967377732
Khamenei,-0.334161557782,-1.87343916965
Khamenei,-0.654778180952,-0.712555738292
Khamenei,-1.09131526539,-2.5190171818
Mohammed_Maher,-2.32832392839,-0.0407001806049
Tokhtakhounov,-0.894968265813,-3.26112277665
Tokhtakhounov,-1.70669886896,-2.01529580814
Naimi,0.989429918716,-0.623939024286
Naimi,0.856465375733,-0.925821499629
Naimi,0.627850493391,-0.310597052361
Naimi,0.0333049744505,-0.465609969279
Naimi,0.00668648737569,-1.77929139329
Naimi,0.300718963249,-1.96637128226
Naimi,0.217979506201,-2.022435306
Naimi,0.508135300784,-1.50528836554
Kabaeva,0.885882040822,-1.41301098765
Chretien,0.625465890089,-3.90407763388
Richman,0.470136706928,-1.41034143573
Krauss,0.154717646022,-1.49187493178
Lohman,0.320582837702,-1.29344235977
Lohman,0.111129033454,-2.13638695228
MacDonald,0.890300906218,-2.43633655085
Houston,-0.275500770268,0.261555885775
Kemakeza,-1.76343601926,-0.0314942443256
Wagner,0.668392557974,-2.47158782048
Leiter,1.64166050725,-2.03635494925
Iverson,-0.68507073576,-0.583087984841
Iverson,-1.00572394492,0.558427478373
Rock,1.23579119922,-2.53425950469
Janney,0.227744534381,-1.492281989
Janney,-0.191595027614,-1.44735333117
Searing,0.518934739503,-1.02001297494
Sheedy,1.70453134472,-2.73879508122
Felix,-1.00552743177,0.460433109721
Felix,-0.488055404463,-0.561230991031
Felix,-0.834000576701,0.119082437041
Felix,-1.56662695748,0.534084461235
Felix,-1.84225475152,0.460128955627
Powell,0.272927050165,-1.22508839634
Baptista,0.792567981716,-1.56098845597
Mourning,-1.39567212158,0.729248514319
Pacino,1.39262968404,-1.93457658123
Pacino,2.06672995267,-1.6195735645
Pacino,0.505999527284,-1.77544711707
Sharpton,-0.045113790322,0.427319499735
Sharpton,-1.90347217574,1.28370812788
Sharpton,-0.647101978012,-0.297225412902
Sharpton,-0.783447549821,-0.631473816331
Sharpton,-1.62131477351,-0.0882155691636
Sharpton,-2.11943590508,0.101840010571
Sharpton,-0.171247830155,-0.395054565794
Noboa,0.574787448915,-1.75420727444
Noboa,0.872748314437,-2.17237440551
Noboa,1.09822498719,-0.863360618169
Silva_Calderon,-0.152675022044,0.0871823394421
Silva_Calderon,-0.872585822022,0.77947065246
Silva_Calderon,0.22175458255,0.0670262074557
Silva_Calderon,-0.96306998131,0.694510071796
Uribe,0.536230085792,-1.26609745442
Uribe,1.42795945544,-2.32199191231
Uribe,1.66979150385,-1.89720307616
Uribe,0.816893800551,-2.01059112365
Uribe,1.06524497057,-2.09006213023
Uribe,1.56505448377,-2.7138714007
Uribe,1.70703493079,-2.32269474098
Uribe,1.35849982658,-1.83838791975
Uribe,1.3581023066,-1.96268855381
Uribe,1.29868136102,-1.71746104708
Uribe,1.34420490954,-1.84808834679
Uribe,1.55464752388,-2.51181240158
Uribe,2.01194898297,-3.46686081184
Uribe,-0.0638932615741,-2.34846028679
Uribe,0.405014112199,-2.42845347579
Uribe,1.16957931281,-2.19678447529
Uribe,1.73263275132,-2.12556268193
Uribe,0.431199432392,-1.02737528516
Uribe,1.30070147647,-1.42713951043
Uribe,0.101700159044,-1.85738173247
Uribe,1.5501383113,-2.52580355979
Uribe,2.10668186104,-2.21513699114
Uribe,1.12459297255,-2.64823033019
Uribe,1.14088850575,-2.17324844423
Uribe,1.15613126587,-1.63110735596
Uribe,0.755387536522,-2.39920973728
Uribe,0.993821287384,-2.69597839394
Uribe,1.15155726529,-2.28504942929
Uribe,0.446425691948,-1.25516730312
Uribe,0.642088237353,-1.72775539843
Uribe,1.68625684977,-2.52590508954
Uribe,1.58598906777,-2.40216836205
Uribe,0.602302630135,-1.63788110056
Uribe,1.40530308523,-2.79945429613
Uribe,1.4005663094,-2.95309611483
Beaupre,1.06931812618,-3.00228838478
Hannigan,0.693307746473,-0.851563552622
Wagner,0.703144689683,-1.2909007865
Beard,0.895018483546,-1.24142100177
Beard,-0.0186524770306,-0.791986844739
Bynes,1.72968438655,-2.23695348758
Bynes,1.08655548321,-2.02227015011
Bynes,1.45216911218,-0.949284145955
Bynes,0.948127644597,-1.94651249424
Coetzer,0.0404394887915,-1.62238985004
Coetzer,0.289849512528,-1.32199912843
Marsh,0.580428456203,-1.36578212158
Plumer,0.154711596307,-1.47105117363
Frey,1.34399627744,-1.68783016051
Tamblyn,1.53124230028,-2.85177666804
Tamblyn,0.467697800116,-2.92374575665
Lee,-0.890418348921,-0.501856167601
Vega,0.154631596407,-1.9889248342
Vega,-0.423829368641,-1.23140634027
Vega,0.421221292157,-0.927076833082
Vega,-0.595773023615,-0.492943620005
Vega,-0.743158735526,-1.07529960415
Vega,0.347632707125,-2.55165234712
Vega,-0.456942137821,-1.21086199563
Mauresmo,-0.546522335872,-1.69012360615
Mauresmo,1.03246695437,-2.08138902724
Mauresmo,0.740959539671,-3.2722086258
Mauresmo,1.05379223968,-2.55966524834
Mauresmo,0.200290278702,-1.53303502252
Mauresmo,0.892809928665,-2.0234164518
Mauresmo,0.365009918919,-1.90384344928
Mauresmo,-0.483439324512,-2.09663145645
Mauresmo,0.68883919254,-1.63853163735
Mauresmo,0.778857363938,-2.59055363565
Mauresmo,0.350425105466,-1.05549439169
Mauresmo,1.45229604154,-1.35917936378
Mauresmo,0.148203660173,-1.67799037317
Mauresmo,1.16116090872,-2.10633947134
Mauresmo,-0.338974108718,-1.24911445195
Mauresmo,0.953202127791,-2.40827245239
Mauresmo,0.91102496898,-2.39256876541
Mauresmo,0.622244324105,-1.96092878772
Mauresmo,0.461149195312,-2.15316901426
Mauresmo,0.562983472003,-2.4220969595
Mauresmo,0.798401697737,-1.98540395469
al-Saadi,0.579111916444,-1.72913832341
al-Saadi,0.255200372253,-2.88405447044
al-Saadi,-0.457466325778,-2.12254891247
al-Saadi,0.294990668686,-2.20196351609
Falise,-0.811302217434,-1.27904291404
Mitzna,1.19938901975,0.262792871945
Mitzna,-0.0553347236013,-0.922690647996
Moussa,-1.08347072178,-1.27080582211
Brenneman,0.590839459305,-2.14753375812
Cotton,0.925313616552,-1.45797777557
Gale,1.25624725125,-3.32945915524
Pascal,0.428591142034,-1.61232975627
Redford,0.733610362219,-1.68109692033
Smart,1.73134330553,-1.97120600018
Yasbeck,0.402055189661,-2.16144201515
Claudia_Talancon,-0.631395588836,0.363145181827
Guevara,1.47744919048,-3.24294199807
Guevara,1.27176176488,-2.79406157956
Guevara,0.449363952937,-2.05084434718
Guevara,1.1554366634,-3.40574552395
Guevara,1.17786140246,-1.96749924585
Guevara,1.39937319356,-2.37659068673
Guevara,0.836978682189,-1.99611691282
Isabel_Sanchez,-0.645313465786,-0.150645021257
Palacio,-0.0400923811075,-3.00637927827
Palacio,0.789651877467,-2.15212346367
Palacio,2.12159769743,-0.778576444558
Palacio,-0.550637256504,-1.65998477918
Palacio,0.698262514396,-2.36894762064
Palacio,0.335716150922,-1.8321182923
Palacio,0.204043430511,-1.38655386045
Palacio,-0.0214614750189,-2.11173418284
Paula_Gerard,-1.14996855116,-0.612795733644
Sebastiao,-0.939775827352,1.45669487006
Kelesidou,1.49177749554,-2.59805059098
Myskina,0.628544227608,-2.78350595185
Myskina,0.982831182402,-4.31203105345
Myskina,0.681531783597,-2.30238859472
Kinakh,0.586191425758,-2.53902707877
Ebbeson,2.0648103967,-2.51548577889
Ebbeson,0.397211236262,-1.50072548363
Ebbeson,1.62011628756,-1.60779303008
Fogh_Rasmussen,-1.35209395986,0.465477677226
Fogh_Rasmussen,-1.88271966561,0.424011894423
Fogh_Rasmussen,-1.10680823405,0.416930781145
Fogh_Rasmussen,-1.95051614839,0.782446545606
Varejao,-0.516536185178,-0.630611143702
Bocelli,0.557920605083,-1.51278095438
De_Cruz,0.482177611937,-0.458044180095
Agassi,1.23559482341,-1.65388538613
Agassi,0.187642956465,-0.628719118906
Agassi,0.879817754211,-1.70680285779
Agassi,1.49015587484,-1.70633349587
Agassi,0.323574107007,-1.16385349416
Agassi,0.488221069954,-1.37178239544
Agassi,-0.407251648899,-1.62529617078
Agassi,0.433278010904,-0.684290408118
Agassi,0.763342780196,-0.767065663026
Agassi,0.599500338815,-1.44373564599
Agassi,1.48964750123,0.318325450519
Agassi,0.0864720531412,-1.31079483861
Agassi,1.56666280228,-1.3868902618
Agassi,0.638044099604,-1.61678236449
Agassi,0.0752968796833,-0.724870985187
Agassi,0.799856290339,-0.915033395181
Agassi,1.30103209784,-1.8777423845
Agassi,0.787557894179,-0.902477520153
Agassi,0.0270129501501,-2.93712152368
Agassi,0.772345355598,-1.0305508034
Agassi,0.0738528166622,-1.38562163762
Agassi,1.3269302569,-1.72460866302
Agassi,0.955114011902,-1.16802868203
Agassi,0.338286347017,-1.9878551329
Agassi,0.645357875482,-0.843146603331
Agassi,1.16062935375,-0.668587317109
Agassi,1.09039695497,-2.1362762049
Agassi,0.263169594305,-0.519224237255
Agassi,0.745128582844,-1.07507489734
Agassi,1.11978647024,-3.47073497186
Agassi,-0.570837334507,-0.570762806179
Agassi,0.5376764309,-1.91907116651
Agassi,-0.452833001192,-0.0390272873091
Agassi,0.641357869346,-1.35302667321
Agassi,0.374041953948,-0.95026054367
Kiser,1.16664554982,-3.12775845318
Vinciguerra,0.665676008576,-1.97405733492
Yates,-0.0227472609574,-2.23755426897
Bucher,0.786792900343,-3.14045800449
Konchalovsky,-0.0302626660992,-1.10635269116
Mikhnevich,0.653620205113,-1.38288124543
Mikhnevich,0.444848243626,-1.04958287759
Nikolishin,2.20820943547,-3.01106427877
Lange,1.08529428938,-1.30066024418
DAlessandro,0.580830532548,-1.7039900632
Manuel_Lopez_Obrador,1.76253158246,-0.201033418597
Smith,-0.806788031381,-0.0396320670291
Pastrana,1.47085911777,-3.02797623163
Techine,0.941529572461,-1.76759216453
Bernard,1.35791975322,-2.54105821852
Bunner,0.925083121727,-2.02749043922
Bunner,0.497562730004,-1.30026875239
Caldecott,1.89787855111,-3.18418375164
Cuomo,1.46160407373,-1.46345723318
Cuomo,1.24413448578,-1.16775112176
Fastow,1.49083919228,-1.4063173765
Firestone,1.35486843635,-2.53780750371
Gilligan,1.95787274903,-3.03753693616
Jarecki,-0.598186094748,-1.48504038562
Luster,0.585286472701,-3.03718597539
Niccol,0.424982515856,-1.00975767485
Niccol,1.74458469181,-2.06916775066
Sabey,0.510953744556,-1.7252355083
Shutley,0.518877671983,-1.91707430212
Weissmann,0.83401549333,-1.21156566322
Weissmann,0.989660084762,-0.991877659823
Weissmann,1.05005263321,-2.30865534238
Wetzler,0.755852494561,-1.62335907544
Tyszkiewicz,0.392353940137,-1.51328375425
Benes,0.117683227044,-2.34084049981
Bryant,1.03657531129,-2.97758095518
Garcia,1.43363778466,-2.79138188707
Graves,0.521556958812,-1.44750303784
Griffith,1.95508791063,-2.17752700319
Griggs,1.15586639908,-2.76728377987
Hebb,0.740656395521,-2.04643997298
Hebb,0.487320635433,-3.06597198622
Lau,-0.963993016576,-1.54539114713
Madikians,-0.301063031038,-1.98717813528
North,-0.186401421368,-1.4000693723
Perez,1.27169276125,-2.60147359332
Roddick,0.239946365265,-2.06283295639
Roddick,0.505736788558,-0.341830705869
Roddick,0.856863260126,-1.65844245677
Roddick,0.737876287372,-1.07052013084
Roddick,0.564892517778,-0.628664627112
Roddick,0.834036617332,-0.940254160293
Roddick,1.36324313148,-2.55254396027
Roddick,0.752566696763,-0.660710942785
Roddick,0.64625426107,-1.38572442428
Roddick,0.850145250761,-1.34676203704
Roddick,1.27398509181,-2.47801555775
Roddick,1.0682679774,-1.94723953015
Roddick,1.24718587782,-1.89433422001
Roddick,0.208217776764,-0.469567285686
Roddick,-0.233926932704,-2.12133346031
Rooney,2.4387619279,-2.02706054862
Warhol,0.646974740394,-1.42471957994
Wisecarver,0.643935112258,-1.64528683187
Hosoi,0.368032063932,-1.30025761627
Negron,-0.258801764989,-2.81581431241
Alvarado_Rosa,-0.345465363648,0.0497683637241
Bassett,-2.51022949146,0.240038761921
Bassett,-1.53168833929,0.186672907278
Bassett,-2.03526482721,1.12332543272
Bassett,-1.62220490434,0.562796966628
Bassett,-2.76995529517,1.03706544549
Bassett,-1.13229188996,0.159325361708
Lansbury,0.980691614245,-1.99930416686
Lansbury,1.73126164207,-2.12886881636
Mascia-Frye,-0.372300736929,-2.23631415846
Merkel,1.1137721709,-3.2762838652
Merkel,0.768491177633,-2.25808967843
Merkel,1.42282056156,-2.61918539716
Merkel,0.79593790439,-2.8175143039
Merkel,1.43436750078,-2.63349461568
Romero,-0.366114326923,-1.24989171152
Jolie,-0.0525620931207,-1.89680774433
Jolie,0.293323016734,-2.61134144062
Jolie,0.597542132324,-1.74686332959
Jolie,0.83267811994,-2.43534835412
Jolie,-0.152821433782,-1.82248559732
Jolie,1.11711009416,-2.71430475259
Jolie,0.453027202386,-2.59189183329
Jolie,0.032465824179,-2.11694579051
Jolie,1.26540873608,-2.32585912736
Jolie,0.761617333138,-2.011821902
Jolie,0.70045554298,-2.31586940803
Jolie,0.257997060511,-1.54319018209
Jolie,0.669368233696,-1.90636806519
Jolie,0.391979079447,-2.66249229184
Jolie,0.338542296514,-2.59414642462
Jolie,-0.125033477525,-2.2916048555
